"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"1","PE2","I/O","","","SYS_TRACECLK","","TIM3_ETR","SAI1_CK1","","","","","","TSC_G7_IO1","","","FMC_A23","SAI1_MCLK_A","","EVENTOUT"
"2","PE3","I/O","","","SYS_TRACED0","","TIM3_CH1","OCTOSPIM_P1_DQS","","","","","","TSC_G7_IO2","","","FMC_A19","SAI1_SD_B","","EVENTOUT"
"3","PE4","I/O","","","SYS_TRACED1","","TIM3_CH2","SAI1_D2","","","DFSDM1_DATIN3","","","TSC_G7_IO3","DCMI_D4","","FMC_A20","SAI1_FS_A","","EVENTOUT"
"4","PE5","I/O","","","SYS_TRACED2","","TIM3_CH3","SAI1_CK2","","","DFSDM1_CKIN3","","","TSC_G7_IO4","DCMI_D6","","FMC_A21","SAI1_SCK_A","","EVENTOUT"
"5","PE6","I/O","","","SYS_TRACED3","","TIM3_CH4","SAI1_D1","","","","","","","DCMI_D7","","FMC_A22","SAI1_SD_A","","EVENTOUT"
"6","VBAT","Power","","","","","","","","","","","","","","","","","",""
"7","PC13","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"8","PC14-OSC32_IN (PC14)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"9","PC15-OSC32_OUT (PC15)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"10","PF0","I/O","","","","","","","I2C2_SDA","OCTOSPIM_P2_IO0","","","","","","","FMC_A0","","","EVENTOUT"
"11","PF1","I/O","","","","","","","I2C2_SCL","OCTOSPIM_P2_IO1","","","","","","","FMC_A1","","","EVENTOUT"
"12","PF2","I/O","","","","","","","I2C2_SMBA","OCTOSPIM_P2_IO2","","","","","","","FMC_A2","","","EVENTOUT"
"13","PF3","I/O","","","","","","","","OCTOSPIM_P2_IO3","","","","","","","FMC_A3","","","EVENTOUT"
"14","PF4","I/O","","","","","","","","OCTOSPIM_P2_CLK","","","","","","","FMC_A4","","","EVENTOUT"
"15","PF5","I/O","","","","","","","","","","","","","","","FMC_A5","","","EVENTOUT"
"16","VSS","Power","","","","","","","","","","","","","","","","","",""
"17","VDD","Power","","","","","","","","","","","","","","","","","",""
"18","PF6","I/O","","","","TIM5_ETR","TIM5_CH1","","","","","","","","OCTOSPIM_P1_IO3","","","SAI1_SD_B","","EVENTOUT"
"19","PF7","I/O","","","","","TIM5_CH2","","","","","","","","OCTOSPIM_P1_IO2","","","SAI1_MCLK_B","","EVENTOUT"
